STUDY_ID	SAMPLE_ID	UBC
skcm_tcga_pan_can_atlas_2018	TCGA-EE-A2GS-06	28936.8
skcm_tcga_pan_can_atlas_2018	TCGA-EE-A2GT-06	31947
skcm_tcga_pan_can_atlas_2018	TCGA-EE-A2GU-06	19466.2
skcm_tcga_pan_can_atlas_2018	TCGA-EE-A2M5-06	35037.7
skcm_tcga_pan_can_atlas_2018	TCGA-EE-A2M6-06	24847.5
skcm_tcga_pan_can_atlas_2018	TCGA-EE-A2M7-06	23286.2
skcm_tcga_pan_can_atlas_2018	TCGA-EE-A2M8-06	29517.1
skcm_tcga_pan_can_atlas_2018	TCGA-EE-A2MC-06	44849.7
skcm_tcga_pan_can_atlas_2018	TCGA-EE-A2MD-06	29559.8
skcm_tcga_pan_can_atlas_2018	TCGA-EE-A2ME-06	28713.1
skcm_tcga_pan_can_atlas_2018	TCGA-EE-A2MF-06	28115.6
skcm_tcga_pan_can_atlas_2018	TCGA-EE-A2MG-06	30783.5
skcm_tcga_pan_can_atlas_2018	TCGA-EE-A2MH-06	37671.7
skcm_tcga_pan_can_atlas_2018	TCGA-EE-A2MI-06	33860.9
skcm_tcga_pan_can_atlas_2018	TCGA-EE-A2MJ-06	20923
skcm_tcga_pan_can_atlas_2018	TCGA-EE-A2MK-06	28634.4
skcm_tcga_pan_can_atlas_2018	TCGA-EE-A2ML-06	25808.7
skcm_tcga_pan_can_atlas_2018	TCGA-EE-A2MM-06	22831
skcm_tcga_pan_can_atlas_2018	TCGA-EE-A2MN-06	46410.5
skcm_tcga_pan_can_atlas_2018	TCGA-EE-A2MP-06	45109.7
skcm_tcga_pan_can_atlas_2018	TCGA-EE-A2MQ-06	34636
skcm_tcga_pan_can_atlas_2018	TCGA-EE-A2MR-06	27273.6
skcm_tcga_pan_can_atlas_2018	TCGA-EE-A2MS-06	28500.4
skcm_tcga_pan_can_atlas_2018	TCGA-EE-A2MT-06	21930.5
skcm_tcga_pan_can_atlas_2018	TCGA-EE-A2MU-06	31386.3
skcm_tcga_pan_can_atlas_2018	TCGA-EE-A3AA-06	28026.9
skcm_tcga_pan_can_atlas_2018	TCGA-EE-A3AB-06	60625.5
skcm_tcga_pan_can_atlas_2018	TCGA-EE-A3AC-06	22707.8
skcm_tcga_pan_can_atlas_2018	TCGA-EE-A3AD-06	21027
skcm_tcga_pan_can_atlas_2018	TCGA-EE-A3AE-06	48500.9
skcm_tcga_pan_can_atlas_2018	TCGA-EE-A3AF-06	26544.3
skcm_tcga_pan_can_atlas_2018	TCGA-EE-A3AG-06	29492.6
skcm_tcga_pan_can_atlas_2018	TCGA-EE-A3AH-06	37141.4
skcm_tcga_pan_can_atlas_2018	TCGA-EE-A3J3-06	21152.6
skcm_tcga_pan_can_atlas_2018	TCGA-EE-A3J4-06	27326.6
skcm_tcga_pan_can_atlas_2018	TCGA-EE-A3J5-06	41376
skcm_tcga_pan_can_atlas_2018	TCGA-EE-A3J7-06	15052.2
skcm_tcga_pan_can_atlas_2018	TCGA-EE-A3J8-06	47049.3
skcm_tcga_pan_can_atlas_2018	TCGA-EE-A3JA-06	22748.6
skcm_tcga_pan_can_atlas_2018	TCGA-EE-A3JB-06	23601.4
skcm_tcga_pan_can_atlas_2018	TCGA-EE-A3JD-06	36280.2
skcm_tcga_pan_can_atlas_2018	TCGA-EE-A3JE-06	39627.2
skcm_tcga_pan_can_atlas_2018	TCGA-EE-A3JH-06	41795
skcm_tcga_pan_can_atlas_2018	TCGA-EE-A3JI-06	30367.6
skcm_tcga_pan_can_atlas_2018	TCGA-ER-A193-06	23620.9
skcm_tcga_pan_can_atlas_2018	TCGA-ER-A194-01	46295
skcm_tcga_pan_can_atlas_2018	TCGA-ER-A195-06	31490.8
skcm_tcga_pan_can_atlas_2018	TCGA-ER-A196-01	23648.1
skcm_tcga_pan_can_atlas_2018	TCGA-ER-A197-06	24081.9
skcm_tcga_pan_can_atlas_2018	TCGA-ER-A198-06	27930.2
skcm_tcga_pan_can_atlas_2018	TCGA-ER-A199-06	27383.5
skcm_tcga_pan_can_atlas_2018	TCGA-ER-A19A-06	32828.2
skcm_tcga_pan_can_atlas_2018	TCGA-ER-A19B-06	31618.2
skcm_tcga_pan_can_atlas_2018	TCGA-ER-A19C-06	30399.1
skcm_tcga_pan_can_atlas_2018	TCGA-ER-A19D-06	16508.4
skcm_tcga_pan_can_atlas_2018	TCGA-ER-A19E-06	16644.5
skcm_tcga_pan_can_atlas_2018	TCGA-ER-A19F-06	18679.8
skcm_tcga_pan_can_atlas_2018	TCGA-ER-A19G-06	23221.1
skcm_tcga_pan_can_atlas_2018	TCGA-ER-A19H-06	20646.6
skcm_tcga_pan_can_atlas_2018	TCGA-ER-A19J-06	16524.7
skcm_tcga_pan_can_atlas_2018	TCGA-ER-A19K-01	24157.4
skcm_tcga_pan_can_atlas_2018	TCGA-ER-A19L-06	45478.7
skcm_tcga_pan_can_atlas_2018	TCGA-ER-A19M-06	34612.5
skcm_tcga_pan_can_atlas_2018	TCGA-ER-A19N-06	34372.1
skcm_tcga_pan_can_atlas_2018	TCGA-ER-A19O-06	40277.5
skcm_tcga_pan_can_atlas_2018	TCGA-ER-A19P-06	29826.8
skcm_tcga_pan_can_atlas_2018	TCGA-ER-A19Q-06	30989
skcm_tcga_pan_can_atlas_2018	TCGA-ER-A19S-06	55159.5
skcm_tcga_pan_can_atlas_2018	TCGA-ER-A19T-01	22664.7
skcm_tcga_pan_can_atlas_2018	TCGA-ER-A19T-06	75113.2
skcm_tcga_pan_can_atlas_2018	TCGA-ER-A19W-06	19834.1
skcm_tcga_pan_can_atlas_2018	TCGA-ER-A1A1-06	28064.8
skcm_tcga_pan_can_atlas_2018	TCGA-ER-A2NB-01	96869.5999999999
skcm_tcga_pan_can_atlas_2018	TCGA-ER-A2NC-06	34344.4
skcm_tcga_pan_can_atlas_2018	TCGA-ER-A2ND-06	11110
skcm_tcga_pan_can_atlas_2018	TCGA-ER-A2NE-06	17430.8
skcm_tcga_pan_can_atlas_2018	TCGA-ER-A2NF-06	26450.3
skcm_tcga_pan_can_atlas_2018	TCGA-ER-A2NF-01	23448.6
skcm_tcga_pan_can_atlas_2018	TCGA-ER-A2NG-06	44252.5
skcm_tcga_pan_can_atlas_2018	TCGA-ER-A2NH-06	30092.6
skcm_tcga_pan_can_atlas_2018	TCGA-ER-A3ES-06	18978
skcm_tcga_pan_can_atlas_2018	TCGA-ER-A3ET-06	34007.5
skcm_tcga_pan_can_atlas_2018	TCGA-ER-A3EV-06	45012.5
skcm_tcga_pan_can_atlas_2018	TCGA-ER-A3PL-06	21535.7
skcm_tcga_pan_can_atlas_2018	TCGA-ER-A42H-01	23465.6
skcm_tcga_pan_can_atlas_2018	TCGA-ER-A42K-06	26961.2
skcm_tcga_pan_can_atlas_2018	TCGA-ER-A42L-06	33217.5
skcm_tcga_pan_can_atlas_2018	TCGA-FR-A2OS-01	22303.7
skcm_tcga_pan_can_atlas_2018	TCGA-FR-A3R1-01	34478.7
skcm_tcga_pan_can_atlas_2018	TCGA-FR-A3YN-06	35720.1
skcm_tcga_pan_can_atlas_2018	TCGA-FR-A3YO-06	39981.5
skcm_tcga_pan_can_atlas_2018	TCGA-FR-A44A-06	55064.8
skcm_tcga_pan_can_atlas_2018	TCGA-FR-A69P-06	10942.6
skcm_tcga_pan_can_atlas_2018	TCGA-FR-A726-01	29186.4
skcm_tcga_pan_can_atlas_2018	TCGA-FR-A728-01	47129.4
skcm_tcga_pan_can_atlas_2018	TCGA-FR-A729-06	24856.1
skcm_tcga_pan_can_atlas_2018	TCGA-FR-A7U8-06	27824.7
skcm_tcga_pan_can_atlas_2018	TCGA-FR-A7U9-06	33257.9
skcm_tcga_pan_can_atlas_2018	TCGA-FR-A7UA-06	39878
skcm_tcga_pan_can_atlas_2018	TCGA-FR-A8YC-06	24015
skcm_tcga_pan_can_atlas_2018	TCGA-FR-A8YD-06	37620.1
skcm_tcga_pan_can_atlas_2018	TCGA-FR-A8YE-06	26394.1
skcm_tcga_pan_can_atlas_2018	TCGA-FS-A1YW-06	19033.2
skcm_tcga_pan_can_atlas_2018	TCGA-FS-A1YX-06	30283.3
skcm_tcga_pan_can_atlas_2018	TCGA-FS-A1YY-06	28336.6
skcm_tcga_pan_can_atlas_2018	TCGA-FS-A1Z0-06	17917.5
skcm_tcga_pan_can_atlas_2018	TCGA-FS-A1Z3-06	12212.2
skcm_tcga_pan_can_atlas_2018	TCGA-FS-A1Z4-06	22118.2
skcm_tcga_pan_can_atlas_2018	TCGA-FS-A1Z7-06	44365.7
skcm_tcga_pan_can_atlas_2018	TCGA-FS-A1ZA-06	23963.5
skcm_tcga_pan_can_atlas_2018	TCGA-FS-A1ZB-06	35257.1
skcm_tcga_pan_can_atlas_2018	TCGA-FS-A1ZC-06	19521.9
skcm_tcga_pan_can_atlas_2018	TCGA-FS-A1ZD-06	15088.6
skcm_tcga_pan_can_atlas_2018	TCGA-FS-A1ZE-06	19470.8
skcm_tcga_pan_can_atlas_2018	TCGA-FS-A1ZF-06	21101.4
skcm_tcga_pan_can_atlas_2018	TCGA-FS-A1ZG-06	18308.4
skcm_tcga_pan_can_atlas_2018	TCGA-FS-A1ZH-06	22955.8
skcm_tcga_pan_can_atlas_2018	TCGA-FS-A1ZJ-06	31664.2
skcm_tcga_pan_can_atlas_2018	TCGA-FS-A1ZK-06	22508
skcm_tcga_pan_can_atlas_2018	TCGA-FS-A1ZM-06	31150.9
skcm_tcga_pan_can_atlas_2018	TCGA-FS-A1ZN-01	26740.6
skcm_tcga_pan_can_atlas_2018	TCGA-FS-A1ZP-06	37957.5
skcm_tcga_pan_can_atlas_2018	TCGA-FS-A1ZQ-06	34939
skcm_tcga_pan_can_atlas_2018	TCGA-FS-A1ZR-06	26166.9
skcm_tcga_pan_can_atlas_2018	TCGA-FS-A1ZS-06	25166.1
skcm_tcga_pan_can_atlas_2018	TCGA-FS-A1ZT-06	14133.8
skcm_tcga_pan_can_atlas_2018	TCGA-FS-A1ZU-06	22561
skcm_tcga_pan_can_atlas_2018	TCGA-FS-A1ZW-06	33506
skcm_tcga_pan_can_atlas_2018	TCGA-FS-A1ZY-06	33512.9
skcm_tcga_pan_can_atlas_2018	TCGA-FS-A1ZZ-06	22822.7
skcm_tcga_pan_can_atlas_2018	TCGA-FS-A4F0-06	16370.6
skcm_tcga_pan_can_atlas_2018	TCGA-FS-A4F2-06	21303.3
skcm_tcga_pan_can_atlas_2018	TCGA-FS-A4F4-06	37442.1
skcm_tcga_pan_can_atlas_2018	TCGA-FS-A4F5-06	31190.3
skcm_tcga_pan_can_atlas_2018	TCGA-FS-A4F8-06	21570.7
skcm_tcga_pan_can_atlas_2018	TCGA-FS-A4F9-06	15661.1
skcm_tcga_pan_can_atlas_2018	TCGA-FS-A4FB-06	27458.7
skcm_tcga_pan_can_atlas_2018	TCGA-FS-A4FC-06	21748.8
skcm_tcga_pan_can_atlas_2018	TCGA-FS-A4FD-06	10367.5
skcm_tcga_pan_can_atlas_2018	TCGA-FW-A3I3-06	20540.7
skcm_tcga_pan_can_atlas_2018	TCGA-FW-A3R5-06	24093.4
skcm_tcga_pan_can_atlas_2018	TCGA-FW-A3TU-06	17031.7
skcm_tcga_pan_can_atlas_2018	TCGA-FW-A3TV-06	24210.3
skcm_tcga_pan_can_atlas_2018	TCGA-FW-A5DX-01	22096.9
skcm_tcga_pan_can_atlas_2018	TCGA-FW-A5DY-06	19342.7
skcm_tcga_pan_can_atlas_2018	TCGA-GF-A2C7-01	19594.1
skcm_tcga_pan_can_atlas_2018	TCGA-GF-A3OT-06	35115.1
skcm_tcga_pan_can_atlas_2018	TCGA-GF-A4EO-06	24446.5
skcm_tcga_pan_can_atlas_2018	TCGA-GF-A6C8-06	25826.5
skcm_tcga_pan_can_atlas_2018	TCGA-GF-A6C9-06	38592.4
skcm_tcga_pan_can_atlas_2018	TCGA-GF-A769-01	19998.2
skcm_tcga_pan_can_atlas_2018	TCGA-GN-A262-06	29416
skcm_tcga_pan_can_atlas_2018	TCGA-GN-A263-01	28229.4
skcm_tcga_pan_can_atlas_2018	TCGA-GN-A264-06	15565.1
skcm_tcga_pan_can_atlas_2018	TCGA-GN-A265-06	36122.8
skcm_tcga_pan_can_atlas_2018	TCGA-GN-A266-06	32364.4
skcm_tcga_pan_can_atlas_2018	TCGA-GN-A267-06	22410.4
skcm_tcga_pan_can_atlas_2018	TCGA-GN-A268-06	16180.2
skcm_tcga_pan_can_atlas_2018	TCGA-GN-A269-01	NA
skcm_tcga_pan_can_atlas_2018	TCGA-GN-A26A-06	34113.1
skcm_tcga_pan_can_atlas_2018	TCGA-GN-A26C-01	33763.6
skcm_tcga_pan_can_atlas_2018	TCGA-GN-A26D-06	20599.4
skcm_tcga_pan_can_atlas_2018	TCGA-GN-A4U3-06	34847.4
skcm_tcga_pan_can_atlas_2018	TCGA-GN-A4U4-06	15953.8
skcm_tcga_pan_can_atlas_2018	TCGA-GN-A4U5-01	46212.1
skcm_tcga_pan_can_atlas_2018	TCGA-GN-A4U7-06	32477.7
skcm_tcga_pan_can_atlas_2018	TCGA-GN-A4U8-06	28546.2
skcm_tcga_pan_can_atlas_2018	TCGA-GN-A4U9-06	21574.9
skcm_tcga_pan_can_atlas_2018	TCGA-GN-A8LK-06	39700.9
skcm_tcga_pan_can_atlas_2018	TCGA-GN-A8LL-06	23462.1
skcm_tcga_pan_can_atlas_2018	TCGA-GN-A9SD-06	37061.6
skcm_tcga_pan_can_atlas_2018	TCGA-HR-A2OG-06	32322
skcm_tcga_pan_can_atlas_2018	TCGA-HR-A2OG-01	NA
skcm_tcga_pan_can_atlas_2018	TCGA-HR-A2OH-01	NA
skcm_tcga_pan_can_atlas_2018	TCGA-HR-A2OH-06	27361
skcm_tcga_pan_can_atlas_2018	TCGA-IH-A3EA-01	41887.6
skcm_tcga_pan_can_atlas_2018	TCGA-LH-A9QB-06	21409.2
skcm_tcga_pan_can_atlas_2018	TCGA-OD-A75X-06	19267.9
skcm_tcga_pan_can_atlas_2018	TCGA-QB-A6FS-06	40845.9
skcm_tcga_pan_can_atlas_2018	TCGA-QB-AA9O-06	44471.9
skcm_tcga_pan_can_atlas_2018	TCGA-RP-A690-06	25389.5
skcm_tcga_pan_can_atlas_2018	TCGA-RP-A693-06	42464.5
skcm_tcga_pan_can_atlas_2018	TCGA-RP-A694-06	27136.6
skcm_tcga_pan_can_atlas_2018	TCGA-RP-A695-06	25332.2
skcm_tcga_pan_can_atlas_2018	TCGA-RP-A6K9-06	27476.2
skcm_tcga_pan_can_atlas_2018	TCGA-W3-A824-06	31326.1
skcm_tcga_pan_can_atlas_2018	TCGA-W3-A825-06	27333
skcm_tcga_pan_can_atlas_2018	TCGA-W3-A828-06	28553.8
skcm_tcga_pan_can_atlas_2018	TCGA-W3-AA1O-06	20727.4
skcm_tcga_pan_can_atlas_2018	TCGA-W3-AA1Q-06	18173.7
skcm_tcga_pan_can_atlas_2018	TCGA-W3-AA1R-06	31819.8
skcm_tcga_pan_can_atlas_2018	TCGA-W3-AA1V-06	21381.1
skcm_tcga_pan_can_atlas_2018	TCGA-W3-AA1W-06	25166.1
skcm_tcga_pan_can_atlas_2018	TCGA-W3-AA21-06	41013
skcm_tcga_pan_can_atlas_2018	TCGA-WE-A8JZ-06	35027.6
skcm_tcga_pan_can_atlas_2018	TCGA-WE-A8K1-06	25758.4
skcm_tcga_pan_can_atlas_2018	TCGA-WE-A8K5-06	31548.2
skcm_tcga_pan_can_atlas_2018	TCGA-WE-A8K6-06	41366.7
skcm_tcga_pan_can_atlas_2018	TCGA-WE-A8ZM-06	30298.5
skcm_tcga_pan_can_atlas_2018	TCGA-WE-A8ZN-06	44992.9
skcm_tcga_pan_can_atlas_2018	TCGA-WE-A8ZO-06	39100.1
skcm_tcga_pan_can_atlas_2018	TCGA-WE-A8ZQ-06	28110.5
skcm_tcga_pan_can_atlas_2018	TCGA-WE-A8ZT-06	27418.2
skcm_tcga_pan_can_atlas_2018	TCGA-WE-A8ZX-06	26742.4
skcm_tcga_pan_can_atlas_2018	TCGA-WE-A8ZY-06	26569.9
skcm_tcga_pan_can_atlas_2018	TCGA-WE-AA9Y-06	41820.9
skcm_tcga_pan_can_atlas_2018	TCGA-WE-AAA0-06	39006.5
skcm_tcga_pan_can_atlas_2018	TCGA-WE-AAA3-06	38616.4
skcm_tcga_pan_can_atlas_2018	TCGA-WE-AAA4-06	61387.8
skcm_tcga_pan_can_atlas_2018	TCGA-XV-AB01-06	29628.1
skcm_tcga_pan_can_atlas_2018	TCGA-YD-A89C-06	18173
skcm_tcga_pan_can_atlas_2018	TCGA-YD-A9TA-06	33930.3
skcm_tcga_pan_can_atlas_2018	TCGA-YD-A9TB-06	17960.1
skcm_tcga_pan_can_atlas_2018	TCGA-YG-AA3O-06	21070.4
skcm_tcga_pan_can_atlas_2018	TCGA-YG-AA3P-06	22588.7
skcm_tcga_pan_can_atlas_2018	TCGA-Z2-A8RT-06	30333.3
skcm_tcga_pan_can_atlas_2018	TCGA-Z2-AA3S-06	21974.8
skcm_tcga_pan_can_atlas_2018	TCGA-Z2-AA3V-06	45357.5
stad_tcga_pan_can_atlas_2018	TCGA-3M-AB46-01	35549.068233824
stad_tcga_pan_can_atlas_2018	TCGA-3M-AB47-01	28960.1084904309
stad_tcga_pan_can_atlas_2018	TCGA-B7-5816-01	41977.7171437657
stad_tcga_pan_can_atlas_2018	TCGA-B7-5818-01	32812.8118518378
stad_tcga_pan_can_atlas_2018	TCGA-B7-A5TI-01	33499.886023553
stad_tcga_pan_can_atlas_2018	TCGA-B7-A5TJ-01	24274.3908103206
stad_tcga_pan_can_atlas_2018	TCGA-B7-A5TK-01	35810.9448648466
stad_tcga_pan_can_atlas_2018	TCGA-B7-A5TN-01	38392.9105658187
stad_tcga_pan_can_atlas_2018	TCGA-BR-4183-01	NA
stad_tcga_pan_can_atlas_2018	TCGA-BR-4184-01	NA
stad_tcga_pan_can_atlas_2018	TCGA-BR-4187-01	27558.6752625669
stad_tcga_pan_can_atlas_2018	TCGA-BR-4188-01	NA
stad_tcga_pan_can_atlas_2018	TCGA-BR-4191-01	31724.6692275709
stad_tcga_pan_can_atlas_2018	TCGA-BR-4201-01	23200.9629143022
stad_tcga_pan_can_atlas_2018	TCGA-BR-4253-01	22660.9922054596
stad_tcga_pan_can_atlas_2018	TCGA-BR-4255-01	35590.9803931832
stad_tcga_pan_can_atlas_2018	TCGA-BR-4256-01	32583.4348198299
stad_tcga_pan_can_atlas_2018	TCGA-BR-4257-01	29008.463908395
stad_tcga_pan_can_atlas_2018	TCGA-BR-4267-01	41183.9957759656
stad_tcga_pan_can_atlas_2018	TCGA-BR-4279-01	25319.6988844823
stad_tcga_pan_can_atlas_2018	TCGA-BR-4280-01	21147.2129168413
stad_tcga_pan_can_atlas_2018	TCGA-BR-4292-01	28768.7259024644
stad_tcga_pan_can_atlas_2018	TCGA-BR-4294-01	45621.7368962302
stad_tcga_pan_can_atlas_2018	TCGA-BR-4357-01	29873.5395982561
stad_tcga_pan_can_atlas_2018	TCGA-BR-4361-01	32532.7987732626
stad_tcga_pan_can_atlas_2018	TCGA-BR-4362-01	30966.9602499809
stad_tcga_pan_can_atlas_2018	TCGA-BR-4363-01	28519.9310309143
stad_tcga_pan_can_atlas_2018	TCGA-BR-4366-01	16051.6803646793
stad_tcga_pan_can_atlas_2018	TCGA-BR-4367-01	18158.4693391177
stad_tcga_pan_can_atlas_2018	TCGA-BR-4368-01	39159.9860259503
stad_tcga_pan_can_atlas_2018	TCGA-BR-4369-01	31704.0918721924
stad_tcga_pan_can_atlas_2018	TCGA-BR-4370-01	30390.5653550017
stad_tcga_pan_can_atlas_2018	TCGA-BR-4371-01	23638.82750181
stad_tcga_pan_can_atlas_2018	TCGA-BR-6452-01	23025.9859734435
stad_tcga_pan_can_atlas_2018	TCGA-BR-6453-01	31138.626878871
stad_tcga_pan_can_atlas_2018	TCGA-BR-6454-01	31953.1923433309
stad_tcga_pan_can_atlas_2018	TCGA-BR-6455-01	24918.0616249475
stad_tcga_pan_can_atlas_2018	TCGA-BR-6456-01	36896.8055859165
stad_tcga_pan_can_atlas_2018	TCGA-BR-6457-01	37650.4898313735
stad_tcga_pan_can_atlas_2018	TCGA-BR-6458-01	32010.4808907182
stad_tcga_pan_can_atlas_2018	TCGA-BR-6563-01	33401.0390045018
stad_tcga_pan_can_atlas_2018	TCGA-BR-6564-01	42995.3171041353
stad_tcga_pan_can_atlas_2018	TCGA-BR-6565-01	28731.1484993477
stad_tcga_pan_can_atlas_2018	TCGA-BR-6566-01	37197.6190093159
stad_tcga_pan_can_atlas_2018	TCGA-BR-6705-01	32868.5468114993
stad_tcga_pan_can_atlas_2018	TCGA-BR-6706-01	37927.1255457907
stad_tcga_pan_can_atlas_2018	TCGA-BR-6707-01	17103.7095628651
stad_tcga_pan_can_atlas_2018	TCGA-BR-6709-01	82899.314939388
stad_tcga_pan_can_atlas_2018	TCGA-BR-6710-01	NA
stad_tcga_pan_can_atlas_2018	TCGA-BR-6801-01	34821.7949797049
stad_tcga_pan_can_atlas_2018	TCGA-BR-6802-01	43321.473427311
stad_tcga_pan_can_atlas_2018	TCGA-BR-6803-01	43681.9057796862
stad_tcga_pan_can_atlas_2018	TCGA-BR-6852-01	43029.5931333348
stad_tcga_pan_can_atlas_2018	TCGA-BR-7196-01	38301.345989232
stad_tcga_pan_can_atlas_2018	TCGA-BR-7197-01	25514.0567162403
stad_tcga_pan_can_atlas_2018	TCGA-BR-7703-01	28626.8639232564
stad_tcga_pan_can_atlas_2018	TCGA-BR-7704-01	27879.1027310039
stad_tcga_pan_can_atlas_2018	TCGA-BR-7707-01	34075.004779781
stad_tcga_pan_can_atlas_2018	TCGA-BR-7715-01	24202.7315764702
stad_tcga_pan_can_atlas_2018	TCGA-BR-7716-01	37630.9728855687
stad_tcga_pan_can_atlas_2018	TCGA-BR-7717-01	31665.7786140662
stad_tcga_pan_can_atlas_2018	TCGA-BR-7722-01	28284.2007304945
stad_tcga_pan_can_atlas_2018	TCGA-BR-7723-01	15005.2980415342
stad_tcga_pan_can_atlas_2018	TCGA-BR-7851-01	18136.8454004922
stad_tcga_pan_can_atlas_2018	TCGA-BR-7901-01	31237.0855009907
stad_tcga_pan_can_atlas_2018	TCGA-BR-7957-01	23835.6964762605
stad_tcga_pan_can_atlas_2018	TCGA-BR-7958-01	25235.9645133302
stad_tcga_pan_can_atlas_2018	TCGA-BR-7959-01	22930.0519313781
stad_tcga_pan_can_atlas_2018	TCGA-BR-8058-01	26960.2526904526
stad_tcga_pan_can_atlas_2018	TCGA-BR-8059-01	24128.6448617982
stad_tcga_pan_can_atlas_2018	TCGA-BR-8060-01	19117.5476523751
stad_tcga_pan_can_atlas_2018	TCGA-BR-8077-01	25222.953216127
stad_tcga_pan_can_atlas_2018	TCGA-BR-8078-01	19896.7689960742
stad_tcga_pan_can_atlas_2018	TCGA-BR-8080-01	24486.1642371876
stad_tcga_pan_can_atlas_2018	TCGA-BR-8081-01	25298.399320059
stad_tcga_pan_can_atlas_2018	TCGA-BR-8284-01	21450.9393172264
stad_tcga_pan_can_atlas_2018	TCGA-BR-8285-01	NA
stad_tcga_pan_can_atlas_2018	TCGA-BR-8286-01	25188.5800876946
stad_tcga_pan_can_atlas_2018	TCGA-BR-8289-01	34242.9864526282
stad_tcga_pan_can_atlas_2018	TCGA-BR-8291-01	29040.4095560058
stad_tcga_pan_can_atlas_2018	TCGA-BR-8295-01	20144.5662383321
stad_tcga_pan_can_atlas_2018	TCGA-BR-8296-01	19473.8047377374
stad_tcga_pan_can_atlas_2018	TCGA-BR-8297-01	30719.1581929171
stad_tcga_pan_can_atlas_2018	TCGA-BR-8360-01	NA
stad_tcga_pan_can_atlas_2018	TCGA-BR-8361-01	18857.9043037083
stad_tcga_pan_can_atlas_2018	TCGA-BR-8362-01	28990.9860464803
stad_tcga_pan_can_atlas_2018	TCGA-BR-8363-01	22014.5032647441
stad_tcga_pan_can_atlas_2018	TCGA-BR-8364-01	22909.369794779
stad_tcga_pan_can_atlas_2018	TCGA-BR-8365-01	25138.0884866076
stad_tcga_pan_can_atlas_2018	TCGA-BR-8366-01	39470.0323559313
stad_tcga_pan_can_atlas_2018	TCGA-BR-8367-01	20780.0807173988
stad_tcga_pan_can_atlas_2018	TCGA-BR-8368-01	22137.5279927773
stad_tcga_pan_can_atlas_2018	TCGA-BR-8369-01	38861.6085628324
stad_tcga_pan_can_atlas_2018	TCGA-BR-8370-01	NA
stad_tcga_pan_can_atlas_2018	TCGA-BR-8371-01	39385.8473210419
stad_tcga_pan_can_atlas_2018	TCGA-BR-8372-01	24103.0106643233
stad_tcga_pan_can_atlas_2018	TCGA-BR-8373-01	23286.6974136718
stad_tcga_pan_can_atlas_2018	TCGA-BR-8380-01	37366.5716744917
stad_tcga_pan_can_atlas_2018	TCGA-BR-8381-01	32949.1391747728
stad_tcga_pan_can_atlas_2018	TCGA-BR-8382-01	26424.8475204643
stad_tcga_pan_can_atlas_2018	TCGA-BR-8384-01	29691.8483092615
stad_tcga_pan_can_atlas_2018	TCGA-BR-8483-01	35863.4755498236
stad_tcga_pan_can_atlas_2018	TCGA-BR-8484-01	23701.4082372156
stad_tcga_pan_can_atlas_2018	TCGA-BR-8485-01	17711.9391574982
stad_tcga_pan_can_atlas_2018	TCGA-BR-8486-01	31442.7416761875
stad_tcga_pan_can_atlas_2018	TCGA-BR-8487-01	21859.6299883329
stad_tcga_pan_can_atlas_2018	TCGA-BR-8588-01	21792.0489222626
stad_tcga_pan_can_atlas_2018	TCGA-BR-8589-01	23214.0671874928
stad_tcga_pan_can_atlas_2018	TCGA-BR-8590-01	28754.8407121655
stad_tcga_pan_can_atlas_2018	TCGA-BR-8591-01	19305.1433702601
stad_tcga_pan_can_atlas_2018	TCGA-BR-8592-01	23470.7004599409
stad_tcga_pan_can_atlas_2018	TCGA-BR-8676-01	14558.3502726811
stad_tcga_pan_can_atlas_2018	TCGA-BR-8677-01	30440.3862953769
stad_tcga_pan_can_atlas_2018	TCGA-BR-8678-01	17172.6500181955
stad_tcga_pan_can_atlas_2018	TCGA-BR-8679-01	20484.8990495054
stad_tcga_pan_can_atlas_2018	TCGA-BR-8680-01	20441.9811885814
stad_tcga_pan_can_atlas_2018	TCGA-BR-8682-01	21884.5844911778
stad_tcga_pan_can_atlas_2018	TCGA-BR-8683-01	45519.3145630902
stad_tcga_pan_can_atlas_2018	TCGA-BR-8686-01	29591.4477024846
stad_tcga_pan_can_atlas_2018	TCGA-BR-8687-01	17797.7748793462
stad_tcga_pan_can_atlas_2018	TCGA-BR-8690-01	35614.5131167714
stad_tcga_pan_can_atlas_2018	TCGA-BR-A44T-01	25814.2875442425
stad_tcga_pan_can_atlas_2018	TCGA-BR-A44U-01	31576.2531213696
stad_tcga_pan_can_atlas_2018	TCGA-BR-A452-01	27512.8444246571
stad_tcga_pan_can_atlas_2018	TCGA-BR-A453-01	37640.1973126904
stad_tcga_pan_can_atlas_2018	TCGA-BR-A4CQ-01	NA
stad_tcga_pan_can_atlas_2018	TCGA-BR-A4CR-01	12657.1472932883
stad_tcga_pan_can_atlas_2018	TCGA-BR-A4CS-01	33218.0069505613
stad_tcga_pan_can_atlas_2018	TCGA-BR-A4IU-01	25743.5022034878
stad_tcga_pan_can_atlas_2018	TCGA-BR-A4IV-01	33312.290305668
stad_tcga_pan_can_atlas_2018	TCGA-BR-A4IY-01	36620.364069965
stad_tcga_pan_can_atlas_2018	TCGA-BR-A4IZ-01	26766.9281178289
stad_tcga_pan_can_atlas_2018	TCGA-BR-A4J1-01	21271.985431066
stad_tcga_pan_can_atlas_2018	TCGA-BR-A4J2-01	24424.8946212531
