STUDY_ID	SAMPLE_ID	EGFR
stad_tcga_pan_can_atlas_2018	TCGA-HF-7134-01	1059.08623371905
stad_tcga_pan_can_atlas_2018	TCGA-HF-7136-01	1856.18115663227
stad_tcga_pan_can_atlas_2018	TCGA-HF-A5NB-01	329.1324184898
stad_tcga_pan_can_atlas_2018	TCGA-HJ-7597-01	1407.295211026
stad_tcga_pan_can_atlas_2018	TCGA-HU-8238-01	700.258353597038
stad_tcga_pan_can_atlas_2018	TCGA-HU-8243-01	23592.6144929935
stad_tcga_pan_can_atlas_2018	TCGA-HU-8244-01	695.173714298247
stad_tcga_pan_can_atlas_2018	TCGA-HU-8245-01	NA
stad_tcga_pan_can_atlas_2018	TCGA-HU-8249-01	427.193239953398
stad_tcga_pan_can_atlas_2018	TCGA-HU-8602-01	647.008413866358
stad_tcga_pan_can_atlas_2018	TCGA-HU-8604-01	235.029955414814
stad_tcga_pan_can_atlas_2018	TCGA-HU-8608-01	194.462194074906
stad_tcga_pan_can_atlas_2018	TCGA-HU-8610-01	398.952953454926
stad_tcga_pan_can_atlas_2018	TCGA-HU-A4G2-01	138.995773479589
stad_tcga_pan_can_atlas_2018	TCGA-HU-A4G3-01	679.414663021754
stad_tcga_pan_can_atlas_2018	TCGA-HU-A4G6-01	109.371643556238
stad_tcga_pan_can_atlas_2018	TCGA-HU-A4G8-01	487.366282449856
stad_tcga_pan_can_atlas_2018	TCGA-HU-A4G9-01	853.141689369207
stad_tcga_pan_can_atlas_2018	TCGA-HU-A4GC-01	1030.310283801
stad_tcga_pan_can_atlas_2018	TCGA-HU-A4GD-01	196.430548982495
stad_tcga_pan_can_atlas_2018	TCGA-HU-A4GF-01	783.361121001189
stad_tcga_pan_can_atlas_2018	TCGA-HU-A4GH-01	520.424764266397
stad_tcga_pan_can_atlas_2018	TCGA-HU-A4GJ-01	240.011347671075
stad_tcga_pan_can_atlas_2018	TCGA-HU-A4GN-01	614.890812356744
stad_tcga_pan_can_atlas_2018	TCGA-HU-A4GP-01	887.768305030625
stad_tcga_pan_can_atlas_2018	TCGA-HU-A4GQ-01	1319.20772081583
stad_tcga_pan_can_atlas_2018	TCGA-HU-A4GT-01	317.191287420412
stad_tcga_pan_can_atlas_2018	TCGA-HU-A4GU-01	351.583654415445
stad_tcga_pan_can_atlas_2018	TCGA-HU-A4GX-01	854.346238198724
stad_tcga_pan_can_atlas_2018	TCGA-HU-A4GY-01	515.23299228369
stad_tcga_pan_can_atlas_2018	TCGA-HU-A4H0-01	172.165828713056
stad_tcga_pan_can_atlas_2018	TCGA-HU-A4H2-01	628.079789402517
stad_tcga_pan_can_atlas_2018	TCGA-HU-A4H3-01	744.1549994211
stad_tcga_pan_can_atlas_2018	TCGA-HU-A4H4-01	607.064020423015
stad_tcga_pan_can_atlas_2018	TCGA-HU-A4H5-01	25.654112175732
stad_tcga_pan_can_atlas_2018	TCGA-HU-A4H6-01	340.244797760816
stad_tcga_pan_can_atlas_2018	TCGA-HU-A4H8-01	795.467669375276
stad_tcga_pan_can_atlas_2018	TCGA-HU-A4HB-01	431.976464498996
stad_tcga_pan_can_atlas_2018	TCGA-HU-A4HD-01	858.059801180047
stad_tcga_pan_can_atlas_2018	TCGA-IN-7806-01	994.690054128132
stad_tcga_pan_can_atlas_2018	TCGA-IN-7808-01	219.358053523682
stad_tcga_pan_can_atlas_2018	TCGA-IN-8462-01	2140.39917123566
stad_tcga_pan_can_atlas_2018	TCGA-IN-8663-01	2864.37187418931
stad_tcga_pan_can_atlas_2018	TCGA-IN-A6RI-01	635.085045729017
stad_tcga_pan_can_atlas_2018	TCGA-IN-A6RJ-01	2060.67691183693
stad_tcga_pan_can_atlas_2018	TCGA-IN-A6RL-01	669.728314139231
stad_tcga_pan_can_atlas_2018	TCGA-IN-A6RN-01	535.667025238613
stad_tcga_pan_can_atlas_2018	TCGA-IN-A6RO-01	717.060977131362
stad_tcga_pan_can_atlas_2018	TCGA-IN-A6RP-01	NA
stad_tcga_pan_can_atlas_2018	TCGA-IN-A6RR-01	1968.92581689182
stad_tcga_pan_can_atlas_2018	TCGA-IN-A6RS-01	793.658070672868
stad_tcga_pan_can_atlas_2018	TCGA-IN-A7NR-01	1975.80340214423
stad_tcga_pan_can_atlas_2018	TCGA-IN-A7NT-01	2574.2643374287
stad_tcga_pan_can_atlas_2018	TCGA-IN-A7NU-01	725.74261016991
stad_tcga_pan_can_atlas_2018	TCGA-IN-AB1V-01	1648.84888321617
stad_tcga_pan_can_atlas_2018	TCGA-IN-AB1X-01	1978.5233511141
stad_tcga_pan_can_atlas_2018	TCGA-IP-7968-01	1075.12283080879
stad_tcga_pan_can_atlas_2018	TCGA-KB-A6F5-01	NA
stad_tcga_pan_can_atlas_2018	TCGA-KB-A6F7-01	790.988079949377
stad_tcga_pan_can_atlas_2018	TCGA-KB-A93G-01	1025.15903350702
stad_tcga_pan_can_atlas_2018	TCGA-KB-A93H-01	22974.4089485542
stad_tcga_pan_can_atlas_2018	TCGA-KB-A93J-01	759.847439702413
stad_tcga_pan_can_atlas_2018	TCGA-MX-A5UG-01	1103.44915650937
stad_tcga_pan_can_atlas_2018	TCGA-MX-A5UJ-01	378.787029755605
stad_tcga_pan_can_atlas_2018	TCGA-MX-A663-01	753.758084559646
stad_tcga_pan_can_atlas_2018	TCGA-MX-A666-01	744.543563559654
stad_tcga_pan_can_atlas_2018	TCGA-R5-A7O7-01	685.304185178977
stad_tcga_pan_can_atlas_2018	TCGA-R5-A7ZE-01	860.840810228839
stad_tcga_pan_can_atlas_2018	TCGA-R5-A7ZF-01	1301.84445473873
stad_tcga_pan_can_atlas_2018	TCGA-R5-A7ZI-01	131.978305137305
stad_tcga_pan_can_atlas_2018	TCGA-R5-A7ZR-01	285.882454410617
stad_tcga_pan_can_atlas_2018	TCGA-R5-A804-01	NA
stad_tcga_pan_can_atlas_2018	TCGA-R5-A805-01	668.501561644653
stad_tcga_pan_can_atlas_2018	TCGA-RD-A7BS-01	862.850241916789
stad_tcga_pan_can_atlas_2018	TCGA-RD-A7BT-01	431.078881338937
stad_tcga_pan_can_atlas_2018	TCGA-RD-A7BW-01	1575.59344126623
stad_tcga_pan_can_atlas_2018	TCGA-RD-A7C1-01	24429.8036840892
stad_tcga_pan_can_atlas_2018	TCGA-RD-A8MV-01	1033.49650973714
stad_tcga_pan_can_atlas_2018	TCGA-RD-A8MW-01	319.205159841374
stad_tcga_pan_can_atlas_2018	TCGA-RD-A8N0-01	577.355516572436
stad_tcga_pan_can_atlas_2018	TCGA-RD-A8N1-01	672.437161276578
stad_tcga_pan_can_atlas_2018	TCGA-RD-A8N2-01	1265.78570268093
stad_tcga_pan_can_atlas_2018	TCGA-RD-A8N4-01	749.222985971095
stad_tcga_pan_can_atlas_2018	TCGA-RD-A8N5-01	750.471942130734
stad_tcga_pan_can_atlas_2018	TCGA-RD-A8N6-01	1170.35990116835
stad_tcga_pan_can_atlas_2018	TCGA-RD-A8N9-01	624.566059406736
stad_tcga_pan_can_atlas_2018	TCGA-RD-A8NB-01	701.529513421735
stad_tcga_pan_can_atlas_2018	TCGA-SW-A7EA-01	773.347268059029
stad_tcga_pan_can_atlas_2018	TCGA-SW-A7EB-01	674.302269141637
stad_tcga_pan_can_atlas_2018	TCGA-VQ-A8DL-01	NA
stad_tcga_pan_can_atlas_2018	TCGA-VQ-A8DT-01	833.852255348138
stad_tcga_pan_can_atlas_2018	TCGA-VQ-A8DU-01	274.289365791048
stad_tcga_pan_can_atlas_2018	TCGA-VQ-A8DV-01	386.729835839273
stad_tcga_pan_can_atlas_2018	TCGA-VQ-A8DZ-01	959.080926287798
stad_tcga_pan_can_atlas_2018	TCGA-VQ-A8E0-01	1133.06884569971
stad_tcga_pan_can_atlas_2018	TCGA-VQ-A8E2-01	399.814455659263
stad_tcga_pan_can_atlas_2018	TCGA-VQ-A8E3-01	2100.22163930919
stad_tcga_pan_can_atlas_2018	TCGA-VQ-A8E7-01	958.964357046232
stad_tcga_pan_can_atlas_2018	TCGA-VQ-A8P2-01	751.515514388564
stad_tcga_pan_can_atlas_2018	TCGA-VQ-A8P3-01	860.319024099924
stad_tcga_pan_can_atlas_2018	TCGA-VQ-A8P5-01	489.763723184734
stad_tcga_pan_can_atlas_2018	TCGA-VQ-A8P8-01	614.269109735058
stad_tcga_pan_can_atlas_2018	TCGA-VQ-A8PB-01	1320.09031650197
stad_tcga_pan_can_atlas_2018	TCGA-VQ-A8PC-01	835.323248158378
stad_tcga_pan_can_atlas_2018	TCGA-VQ-A8PD-01	748.062844471699
stad_tcga_pan_can_atlas_2018	TCGA-VQ-A8PE-01	929.860903068544
stad_tcga_pan_can_atlas_2018	TCGA-VQ-A8PF-01	409.280433166062
stad_tcga_pan_can_atlas_2018	TCGA-VQ-A8PH-01	312.955938310174
stad_tcga_pan_can_atlas_2018	TCGA-VQ-A8PJ-01	288.081172343206
stad_tcga_pan_can_atlas_2018	TCGA-VQ-A8PK-01	695.162612465717
stad_tcga_pan_can_atlas_2018	TCGA-VQ-A8PM-01	456.417703905664
stad_tcga_pan_can_atlas_2018	TCGA-VQ-A8PO-01	487.571111260037
stad_tcga_pan_can_atlas_2018	TCGA-VQ-A8PP-01	1105.71393034551
stad_tcga_pan_can_atlas_2018	TCGA-VQ-A8PQ-01	941.595540052872
stad_tcga_pan_can_atlas_2018	TCGA-VQ-A8PS-01	NA
stad_tcga_pan_can_atlas_2018	TCGA-VQ-A8PT-01	NA
stad_tcga_pan_can_atlas_2018	TCGA-VQ-A8PU-01	942.433728408895
stad_tcga_pan_can_atlas_2018	TCGA-VQ-A8PX-01	539.053084160298
stad_tcga_pan_can_atlas_2018	TCGA-VQ-A8PY-01	NA
stad_tcga_pan_can_atlas_2018	TCGA-VQ-A8PZ-01	NA
stad_tcga_pan_can_atlas_2018	TCGA-VQ-A91A-01	957.8097664631
stad_tcga_pan_can_atlas_2018	TCGA-VQ-A91D-01	556.223178351369
stad_tcga_pan_can_atlas_2018	TCGA-VQ-A91E-01	922.489286268549
stad_tcga_pan_can_atlas_2018	TCGA-VQ-A91K-01	1252.65223479781
stad_tcga_pan_can_atlas_2018	TCGA-VQ-A91N-01	2091.3401732851
stad_tcga_pan_can_atlas_2018	TCGA-VQ-A91Q-01	634.257959205524
stad_tcga_pan_can_atlas_2018	TCGA-VQ-A91S-01	922.023009302285
stad_tcga_pan_can_atlas_2018	TCGA-VQ-A91U-01	760.56905881687
stad_tcga_pan_can_atlas_2018	TCGA-VQ-A91V-01	1591.74105668128
stad_tcga_pan_can_atlas_2018	TCGA-VQ-A91W-01	771.476609277705
stad_tcga_pan_can_atlas_2018	TCGA-VQ-A91X-01	288.807787282302
stad_tcga_pan_can_atlas_2018	TCGA-VQ-A91Y-01	693.064366117526
stad_tcga_pan_can_atlas_2018	TCGA-VQ-A91Z-01	35.688114943935
stad_tcga_pan_can_atlas_2018	TCGA-VQ-A922-01	564.544001832687
stad_tcga_pan_can_atlas_2018	TCGA-VQ-A923-01	242.792356719868
stad_tcga_pan_can_atlas_2018	TCGA-VQ-A924-01	727.713185444004
stad_tcga_pan_can_atlas_2018	TCGA-VQ-A925-01	885.370309204121
stad_tcga_pan_can_atlas_2018	TCGA-VQ-A927-01	830.693783993321
stad_tcga_pan_can_atlas_2018	TCGA-VQ-A928-01	1173.59608535088
stad_tcga_pan_can_atlas_2018	TCGA-VQ-A92D-01	717.83810540847
stad_tcga_pan_can_atlas_2018	TCGA-VQ-A94O-01	362.624426866641
stad_tcga_pan_can_atlas_2018	TCGA-VQ-A94P-01	613.880545596504
stad_tcga_pan_can_atlas_2018	TCGA-VQ-A94R-01	1714.86037944022
stad_tcga_pan_can_atlas_2018	TCGA-VQ-A94T-01	328.227619138596
stad_tcga_pan_can_atlas_2018	TCGA-VQ-A94U-01	580.641659001349
stad_tcga_pan_can_atlas_2018	TCGA-VQ-AA64-01	450.29781872344
stad_tcga_pan_can_atlas_2018	TCGA-VQ-AA68-01	3568.81090280622
stad_tcga_pan_can_atlas_2018	TCGA-VQ-AA69-01	329.785761334197
stad_tcga_pan_can_atlas_2018	TCGA-VQ-AA6A-01	1970.42456428339
stad_tcga_pan_can_atlas_2018	TCGA-VQ-AA6B-01	687.213700374157
stad_tcga_pan_can_atlas_2018	TCGA-VQ-AA6D-01	263.528359519611
stad_tcga_pan_can_atlas_2018	TCGA-VQ-AA6F-01	1005.34226244077
stad_tcga_pan_can_atlas_2018	TCGA-VQ-AA6G-01	980.896027209468
stad_tcga_pan_can_atlas_2018	TCGA-VQ-AA6I-01	38713.8099814695
stad_tcga_pan_can_atlas_2018	TCGA-VQ-AA6J-01	822.456224255978
stad_tcga_pan_can_atlas_2018	TCGA-VQ-AA6K-01	626.786425912758
stad_tcga_pan_can_atlas_2018	TCGA-ZA-A8F6-01	1435.21076892297
stad_tcga_pan_can_atlas_2018	TCGA-ZQ-A9CR-01	8189.87653155379
tgct_tcga_pan_can_atlas_2018	TCGA-2G-AAEW-01	52.9745
tgct_tcga_pan_can_atlas_2018	TCGA-2G-AAEX-01	67.4817
tgct_tcga_pan_can_atlas_2018	TCGA-2G-AAF1-01	53.4184
tgct_tcga_pan_can_atlas_2018	TCGA-2G-AAF4-01	187.516
tgct_tcga_pan_can_atlas_2018	TCGA-2G-AAF6-01	148.919
tgct_tcga_pan_can_atlas_2018	TCGA-2G-AAF8-01	147.661
tgct_tcga_pan_can_atlas_2018	TCGA-2G-AAFG-01	54.8591
tgct_tcga_pan_can_atlas_2018	TCGA-2G-AAFH-01	177.638
tgct_tcga_pan_can_atlas_2018	TCGA-2G-AAFI-01	144.821
tgct_tcga_pan_can_atlas_2018	TCGA-2G-AAFJ-01	1541.77
tgct_tcga_pan_can_atlas_2018	TCGA-2G-AAFL-01	59.11
tgct_tcga_pan_can_atlas_2018	TCGA-2G-AAFM-01	18.3026
tgct_tcga_pan_can_atlas_2018	TCGA-2G-AAFN-01	33.179
tgct_tcga_pan_can_atlas_2018	TCGA-2G-AAFO-01	46.9597
tgct_tcga_pan_can_atlas_2018	TCGA-2G-AAFV-01	127.095
tgct_tcga_pan_can_atlas_2018	TCGA-2G-AAFY-01	87.5358
tgct_tcga_pan_can_atlas_2018	TCGA-2G-AAFZ-01	956.319999999999
tgct_tcga_pan_can_atlas_2018	TCGA-2G-AAG0-01	96.8934
tgct_tcga_pan_can_atlas_2018	TCGA-2G-AAG3-01	518.195
tgct_tcga_pan_can_atlas_2018	TCGA-2G-AAG5-01	833.145
tgct_tcga_pan_can_atlas_2018	TCGA-2G-AAG6-01	1626.99
tgct_tcga_pan_can_atlas_2018	TCGA-2G-AAG7-01	169.782
tgct_tcga_pan_can_atlas_2018	TCGA-2G-AAG8-01	96.4418
tgct_tcga_pan_can_atlas_2018	TCGA-2G-AAG9-01	99.568
tgct_tcga_pan_can_atlas_2018	TCGA-2G-AAGA-01	83.5121
tgct_tcga_pan_can_atlas_2018	TCGA-2G-AAGC-01	189.179
tgct_tcga_pan_can_atlas_2018	TCGA-2G-AAGE-01	197.048
tgct_tcga_pan_can_atlas_2018	TCGA-2G-AAGF-01	139.961
tgct_tcga_pan_can_atlas_2018	TCGA-2G-AAGG-01	384.315
tgct_tcga_pan_can_atlas_2018	TCGA-2G-AAGI-01	965.367
tgct_tcga_pan_can_atlas_2018	TCGA-2G-AAGJ-01	113.629
tgct_tcga_pan_can_atlas_2018	TCGA-2G-AAGK-01	275.557
tgct_tcga_pan_can_atlas_2018	TCGA-2G-AAGM-01	151.169
tgct_tcga_pan_can_atlas_2018	TCGA-2G-AAGN-01	68.5037
tgct_tcga_pan_can_atlas_2018	TCGA-2G-AAGO-01	103.774
tgct_tcga_pan_can_atlas_2018	TCGA-2G-AAGP-01	661.579
tgct_tcga_pan_can_atlas_2018	TCGA-2G-AAGS-01	334.691
tgct_tcga_pan_can_atlas_2018	TCGA-2G-AAGT-01	148.348
tgct_tcga_pan_can_atlas_2018	TCGA-2G-AAGV-01	1949.97
tgct_tcga_pan_can_atlas_2018	TCGA-2G-AAGW-01	99.3256
tgct_tcga_pan_can_atlas_2018	TCGA-2G-AAGX-01	1854.14
tgct_tcga_pan_can_atlas_2018	TCGA-2G-AAGY-01	389.164
tgct_tcga_pan_can_atlas_2018	TCGA-2G-AAGZ-01	130.223
tgct_tcga_pan_can_atlas_2018	TCGA-2G-AAH0-01	108.677
tgct_tcga_pan_can_atlas_2018	TCGA-2G-AAH2-01	392.022
tgct_tcga_pan_can_atlas_2018	TCGA-2G-AAH3-01	605.689
tgct_tcga_pan_can_atlas_2018	TCGA-2G-AAH4-01	141.706
tgct_tcga_pan_can_atlas_2018	TCGA-2G-AAH8-01	37.3085
tgct_tcga_pan_can_atlas_2018	TCGA-2G-AAHA-01	41.1139
tgct_tcga_pan_can_atlas_2018	TCGA-2G-AAHC-01	78.5645
tgct_tcga_pan_can_atlas_2018	TCGA-2G-AAHG-01	234.885
tgct_tcga_pan_can_atlas_2018	TCGA-2G-AAHL-01	10.5954
tgct_tcga_pan_can_atlas_2018	TCGA-2G-AAHN-01	24.4353
tgct_tcga_pan_can_atlas_2018	TCGA-2G-AAHP-01	141.935
tgct_tcga_pan_can_atlas_2018	TCGA-2G-AAHT-01	23.0144
tgct_tcga_pan_can_atlas_2018	TCGA-2G-AAKD-01	57.7915
tgct_tcga_pan_can_atlas_2018	TCGA-2G-AAKG-01	96.9872
tgct_tcga_pan_can_atlas_2018	TCGA-2G-AAKH-01	127.602
tgct_tcga_pan_can_atlas_2018	TCGA-2G-AAKL-01	47.901
tgct_tcga_pan_can_atlas_2018	TCGA-2G-AAKM-01	163.12
tgct_tcga_pan_can_atlas_2018	TCGA-2G-AAL5-01	396.029
tgct_tcga_pan_can_atlas_2018	TCGA-2G-AAL7-01	40.5477
tgct_tcga_pan_can_atlas_2018	TCGA-2G-AALP-01	131.538
tgct_tcga_pan_can_atlas_2018	TCGA-2X-A9D5-01	128.953
tgct_tcga_pan_can_atlas_2018	TCGA-2X-A9D6-01	105.326
tgct_tcga_pan_can_atlas_2018	TCGA-4K-AA1G-01	17.8571
tgct_tcga_pan_can_atlas_2018	TCGA-4K-AA1H-01	199.383
tgct_tcga_pan_can_atlas_2018	TCGA-4K-AA1I-01	35.7966
tgct_tcga_pan_can_atlas_2018	TCGA-4K-AAAL-01	99.5795
tgct_tcga_pan_can_atlas_2018	TCGA-S6-A8JW-01	57.676
tgct_tcga_pan_can_atlas_2018	TCGA-S6-A8JX-01	310.631
tgct_tcga_pan_can_atlas_2018	TCGA-S6-A8JY-01	19.513
tgct_tcga_pan_can_atlas_2018	TCGA-SB-A6J6-01	212.542
tgct_tcga_pan_can_atlas_2018	TCGA-SB-A76C-01	102.767
tgct_tcga_pan_can_atlas_2018	TCGA-SN-A6IS-01	595.574
tgct_tcga_pan_can_atlas_2018	TCGA-SN-A84W-01	933.539
tgct_tcga_pan_can_atlas_2018	TCGA-SN-A84X-01	288.378
tgct_tcga_pan_can_atlas_2018	TCGA-SN-A84Y-01	66.3986
tgct_tcga_pan_can_atlas_2018	TCGA-SO-A8JP-01	133.705
tgct_tcga_pan_can_atlas_2018	TCGA-VF-A8A8-01	93.5648
tgct_tcga_pan_can_atlas_2018	TCGA-VF-A8A9-01	211.406
tgct_tcga_pan_can_atlas_2018	TCGA-VF-A8AA-01	57.9634
tgct_tcga_pan_can_atlas_2018	TCGA-VF-A8AB-01	250.958
tgct_tcga_pan_can_atlas_2018	TCGA-VF-A8AC-01	39.1666
tgct_tcga_pan_can_atlas_2018	TCGA-VF-A8AD-01	86.1582
tgct_tcga_pan_can_atlas_2018	TCGA-VF-A8AE-01	26.006
tgct_tcga_pan_can_atlas_2018	TCGA-W4-A7U2-01	102.925
tgct_tcga_pan_can_atlas_2018	TCGA-W4-A7U3-01	340.599
tgct_tcga_pan_can_atlas_2018	TCGA-W4-A7U4-01	78.94
tgct_tcga_pan_can_atlas_2018	TCGA-WZ-A7V3-01	345.611
tgct_tcga_pan_can_atlas_2018	TCGA-WZ-A7V4-01	92.757
tgct_tcga_pan_can_atlas_2018	TCGA-WZ-A7V5-01	107.35
tgct_tcga_pan_can_atlas_2018	TCGA-WZ-A8D5-01	113.487
tgct_tcga_pan_can_atlas_2018	TCGA-X3-A8G4-01	117.992
tgct_tcga_pan_can_atlas_2018	TCGA-XE-A8H1-01	89.7055
tgct_tcga_pan_can_atlas_2018	TCGA-XE-A8H4-01	50.2467
tgct_tcga_pan_can_atlas_2018	TCGA-XE-A8H5-01	147.391
tgct_tcga_pan_can_atlas_2018	TCGA-XE-A9SE-01	180.598
tgct_tcga_pan_can_atlas_2018	TCGA-XE-AANI-01	332.286
tgct_tcga_pan_can_atlas_2018	TCGA-XE-AANJ-01	31.0835
tgct_tcga_pan_can_atlas_2018	TCGA-XE-AANR-01	161.979
tgct_tcga_pan_can_atlas_2018	TCGA-XE-AANV-01	58.2077
tgct_tcga_pan_can_atlas_2018	TCGA-XE-AAO3-01	157.468
tgct_tcga_pan_can_atlas_2018	TCGA-XE-AAO4-01	51.9975
tgct_tcga_pan_can_atlas_2018	TCGA-XE-AAO6-01	7.7616
tgct_tcga_pan_can_atlas_2018	TCGA-XE-AAOB-01	83.9461
tgct_tcga_pan_can_atlas_2018	TCGA-XE-AAOC-01	203.54
tgct_tcga_pan_can_atlas_2018	TCGA-XE-AAOD-01	69.8831
tgct_tcga_pan_can_atlas_2018	TCGA-XE-AAOF-01	20.0669
tgct_tcga_pan_can_atlas_2018	TCGA-XE-AAOJ-01	179.752
tgct_tcga_pan_can_atlas_2018	TCGA-XE-AAOL-01	70.4225
tgct_tcga_pan_can_atlas_2018	TCGA-XY-A89B-01	65.9696
tgct_tcga_pan_can_atlas_2018	TCGA-XY-A8S2-01	222.925
tgct_tcga_pan_can_atlas_2018	TCGA-XY-A8S3-01	187.772
tgct_tcga_pan_can_atlas_2018	TCGA-XY-A9T9-01	599.936
tgct_tcga_pan_can_atlas_2018	TCGA-YU-A90P-01	121.455
tgct_tcga_pan_can_atlas_2018	TCGA-YU-A90Q-01	41.2088
tgct_tcga_pan_can_atlas_2018	TCGA-YU-A90S-01	50.5206
tgct_tcga_pan_can_atlas_2018	TCGA-YU-A90W-01	297.401
tgct_tcga_pan_can_atlas_2018	TCGA-YU-A90Y-01	174.79
tgct_tcga_pan_can_atlas_2018	TCGA-YU-A912-01	98.4505
tgct_tcga_pan_can_atlas_2018	TCGA-YU-A94D-01	578.967
tgct_tcga_pan_can_atlas_2018	TCGA-YU-A94I-01	27.6816
tgct_tcga_pan_can_atlas_2018	TCGA-YU-AA4L-01	132.864
tgct_tcga_pan_can_atlas_2018	TCGA-YU-AA61-01	311.921
tgct_tcga_pan_can_atlas_2018	TCGA-ZM-AA05-01	18.1582
tgct_tcga_pan_can_atlas_2018	TCGA-ZM-AA06-01	100.733
tgct_tcga_pan_can_atlas_2018	TCGA-ZM-AA0B-01	74.6763
tgct_tcga_pan_can_atlas_2018	TCGA-ZM-AA0D-01	34.8066
tgct_tcga_pan_can_atlas_2018	TCGA-ZM-AA0E-01	42.4242
tgct_tcga_pan_can_atlas_2018	TCGA-ZM-AA0F-01	76.8482
tgct_tcga_pan_can_atlas_2018	TCGA-ZM-AA0H-01	8.3333
tgct_tcga_pan_can_atlas_2018	TCGA-ZM-AA0N-01	191.964
tgct_tcga_pan_can_atlas_2018	TCGA-2G-AALO-01	563.491
tgct_tcga_pan_can_atlas_2018	TCGA-2G-AAM2-01	67.064
tgct_tcga_pan_can_atlas_2018	TCGA-2G-AALQ-01	228.471
tgct_tcga_pan_can_atlas_2018	TCGA-2G-AALT-01	169.534
tgct_tcga_pan_can_atlas_2018	TCGA-2G-AALF-01	96.2733
tgct_tcga_pan_can_atlas_2018	TCGA-2G-AALZ-01	138.411
tgct_tcga_pan_can_atlas_2018	TCGA-2G-AALN-01	63.9881
tgct_tcga_pan_can_atlas_2018	TCGA-2G-AAM4-01	153.92
tgct_tcga_pan_can_atlas_2018	TCGA-2G-AALS-01	249.355
tgct_tcga_pan_can_atlas_2018	TCGA-2G-AALW-01	629.923
tgct_tcga_pan_can_atlas_2018	TCGA-2G-AALX-01	680.915
tgct_tcga_pan_can_atlas_2018	TCGA-2G-AALR-01	196
tgct_tcga_pan_can_atlas_2018	TCGA-2G-AALG-01	132.986
tgct_tcga_pan_can_atlas_2018	TCGA-2G-AALY-01	250.82
tgct_tcga_pan_can_atlas_2018	TCGA-2G-AAM3-01	806.345
tgct_tcga_pan_can_atlas_2018	TCGA-2G-AAKO-01	48.0997
thca_tcga_pan_can_atlas_2018	TCGA-4C-A93U-01	1277.73
thca_tcga_pan_can_atlas_2018	TCGA-BJ-A0YZ-01	1301.95
thca_tcga_pan_can_atlas_2018	TCGA-BJ-A0Z0-01	663.702
thca_tcga_pan_can_atlas_2018	TCGA-BJ-A0Z2-01	336.382
thca_tcga_pan_can_atlas_2018	TCGA-BJ-A0Z3-01	1489.37
thca_tcga_pan_can_atlas_2018	TCGA-BJ-A0Z5-01	651.194
thca_tcga_pan_can_atlas_2018	TCGA-BJ-A0Z9-01	1233.91
thca_tcga_pan_can_atlas_2018	TCGA-BJ-A0ZA-01	970.186
thca_tcga_pan_can_atlas_2018	TCGA-BJ-A0ZB-01	1232.61
thca_tcga_pan_can_atlas_2018	TCGA-BJ-A0ZC-01	294.967
thca_tcga_pan_can_atlas_2018	TCGA-BJ-A0ZE-01	121.405
thca_tcga_pan_can_atlas_2018	TCGA-BJ-A0ZG-01	663.469
thca_tcga_pan_can_atlas_2018	TCGA-BJ-A0ZH-01	561.557
thca_tcga_pan_can_atlas_2018	TCGA-BJ-A0ZJ-01	385.138
thca_tcga_pan_can_atlas_2018	TCGA-BJ-A18Y-01	347.209
thca_tcga_pan_can_atlas_2018	TCGA-BJ-A18Z-01	847.069
thca_tcga_pan_can_atlas_2018	TCGA-BJ-A190-01	234.083
thca_tcga_pan_can_atlas_2018	TCGA-BJ-A191-01	759.389
thca_tcga_pan_can_atlas_2018	TCGA-BJ-A192-01	557.024
thca_tcga_pan_can_atlas_2018	TCGA-BJ-A28R-01	1063.41
thca_tcga_pan_can_atlas_2018	TCGA-BJ-A28S-01	307.387
thca_tcga_pan_can_atlas_2018	TCGA-BJ-A28T-01	822.328999999999
thca_tcga_pan_can_atlas_2018	TCGA-BJ-A28V-01	1069.36
thca_tcga_pan_can_atlas_2018	TCGA-BJ-A28W-01	82.291
thca_tcga_pan_can_atlas_2018	TCGA-BJ-A28X-01	972.066
thca_tcga_pan_can_atlas_2018	TCGA-BJ-A28Z-01	898.279
thca_tcga_pan_can_atlas_2018	TCGA-BJ-A290-01	922.625
thca_tcga_pan_can_atlas_2018	TCGA-BJ-A291-01	170.86
thca_tcga_pan_can_atlas_2018	TCGA-BJ-A2N7-01	534.776
thca_tcga_pan_can_atlas_2018	TCGA-BJ-A2N8-01	496.671
thca_tcga_pan_can_atlas_2018	TCGA-BJ-A2N9-01	218.919
thca_tcga_pan_can_atlas_2018	TCGA-BJ-A2NA-01	962.382
thca_tcga_pan_can_atlas_2018	TCGA-BJ-A2P4-01	75.0487
thca_tcga_pan_can_atlas_2018	TCGA-BJ-A3EZ-01	1061.04
thca_tcga_pan_can_atlas_2018	TCGA-BJ-A3F0-01	220.53
thca_tcga_pan_can_atlas_2018	TCGA-BJ-A3PR-01	360.718
thca_tcga_pan_can_atlas_2018	TCGA-BJ-A3PT-01	140.174
thca_tcga_pan_can_atlas_2018	TCGA-BJ-A3PU-01	298.188
thca_tcga_pan_can_atlas_2018	TCGA-BJ-A45C-01	491.107
thca_tcga_pan_can_atlas_2018	TCGA-BJ-A45D-01	102.41
thca_tcga_pan_can_atlas_2018	TCGA-BJ-A45E-01	463.74
